order_id;category_name;product_name;destination_country;year_months;brute_revenue
10634;Produce;Manjimup Dried Apples;France;199708;795.0
10962;Beverages;Lakkalikööri;Germany;199803;792.0
10714;Meat/Poultry;Alice Mutton;USA;199710;789.75
10389;Confections;Tarte au sucre;Canada;199612;788.0
10803;Dairy Products;Raclette Courdavault;Brazil;199712;783.75
10814;Beverages;Ipoh Coffee;France;199801;782.0
10260;Grains/Cereals;Ravioli Angelo;Germany;199607;780.0
10696;Meat/Poultry;Alice Mutton;USA;199710;780.0
10707;Grains/Cereals;Ravioli Angelo;UK;199710;780.0
10650;Meat/Poultry;Perth Pasties;Brazil;199708;778.9999999999999
10551;Condiments;Gula Malacca;Portugal;199705;778.0
10650;Seafood;Nord-Ost Matjeshering;Brazil;199708;776.7
10751;Seafood;Nord-Ost Matjeshering;Switzerland;199711;776.7
10957;Seafood;Nord-Ost Matjeshering;Venezuela;199803;776.7
10866;Seafood;Nord-Ost Matjeshering;Sweden;199802;776.6999999999999
11027;Confections;Tarte au sucre;Canada;199804;776.4749999999999
10657;Condiments;Genen Shouyu;USA;199709;775.0
10946;Seafood;Ikura;Denmark;199803;775.0
10607;Seafood;Boston Crab Meat;USA;199707;772.8
10808;Beverages;Lakkalikööri;USA;199801;765.0
10472;Produce;Manjimup Dried Apples;UK;199703;763.1999999999999
10618;Grains/Cereals;Gnocchi di nonna Alice;Canada;199708;760.0
10718;Seafood;Inlagd Sill;Germany;199710;760.0
10766;Beverages;Chang;Germany;199712;760.0
10979;Dairy Products;Queso Manchego La Pastora;Austria;199803;760.0
10984;Seafood;Inlagd Sill;USA;199803;760.0
10991;Beverages;Chang;Germany;199804;760.0
11018;Dairy Products;Queso Manchego La Pastora;USA;199804;760.0
11029;Grains/Cereals;Gnocchi di nonna Alice;Switzerland;199804;760.0
10884;Grains/Cereals;Gnocchi di nonna Alice;USA;199802;758.0999999999999
10868;Confections;Maxilaku;Brazil;199802;756.0
10999;Produce;Manjimup Dried Apples;Germany;199804;755.25
10285;Meat/Poultry;Perth Pasties;Germany;199608;754.56
10670;Seafood;Röd Kaviar;Germany;199709;750.0
10694;Beverages;Outback Lager;Germany;199710;750.0
10734;Condiments;Grandma's Boysenberry Spread;Brazil;199711;750.0
10941;Confections;Scottish Longbreads;USA;199803;750.0
10859;Grains/Cereals;Wimmers gute Semmelknödel;Germany;199801;748.125
10421;Confections;Gumbär Gummibärchen;Brazil;199701;747.0
10458;Confections;Gumbär Gummibärchen;Belgium;199702;747.0
10487;Confections;Gumbär Gummibärchen;Brazil;199703;747.0
10624;Meat/Poultry;Thüringer Rostbratwurst;USA;199708;742.74
10535;Dairy Products;Raclette Courdavault;Mexico;199705;742.5
10590;Condiments;Original Frankfurter grüne Soße;Canada;199707;741.0
10727;Meat/Poultry;Alice Mutton;Italy;199711;741.0
10627;Confections;Tarte au sucre;USA;199708;739.5
10769;Confections;Tarte au sucre;Denmark;199712;739.5
10359;Confections;Pavlova;UK;199611;739.4799999999999
11064;Meat/Poultry;Perth Pasties;USA;199805;737.9999999999999
10309;Beverages;Ipoh Coffee;Ireland;199609;736.0
10458;Beverages;Ipoh Coffee;Belgium;199702;736.0
10744;Seafood;Boston Crab Meat;Denmark;199711;736.0
10748;Seafood;Boston Crab Meat;USA;199711;736.0
10267;Seafood;Boston Crab Meat;Germany;199607;735.0
10844;Grains/Cereals;Gustaf's Knäckebröd;Austria;199801;735.0
10479;Meat/Poultry;Perth Pasties;USA;199703;733.6
10537;Dairy Products;Mozzarella di Giovanni;Switzerland;199705;730.8
10464;Grains/Cereals;Gnocchi di nonna Alice;Portugal;199703;729.6
10277;Produce;Rössle Sauerkraut;Germany;199608;728.0
10814;Condiments;Sirop d'érable;France;199801;726.75
11046;Dairy Products;Queso Manchego La Pastora;Germany;199804;722.0
10471;Produce;Uncle Bob's Organic Dried Pears;UK;199703;720.0
10670;Seafood;Spegesild;Germany;199709;720.0
10869;Beverages;Chai;UK;199802;720.0
10957;Beverages;Steeleye Stout;Venezuela;199803;720.0
10436;Grains/Cereals;Wimmers gute Semmelknödel;France;199702;718.2
10845;Seafood;Escargots de Bourgogne;Germany;199801;715.5
10829;Dairy Products;Camembert Pierrot;UK;199801;714.0
10990;Beverages;Sasquatch Ale;Austria;199804;714.0
11058;Dairy Products;Camembert Pierrot;Germany;199804;714.0
10504;Condiments;Sirop d'érable;USA;199704;712.5
10838;Seafood;Inlagd Sill;Venezuela;199801;712.5
10404;Confections;Gumbär Gummibärchen;Italy;199701;709.65
10410;Dairy Products;Raclette Courdavault;Canada;199701;704.0
10573;Meat/Poultry;Alice Mutton;Mexico;199706;702.0
10773;Dairy Products;Gorgonzola Telino;Austria;199712;700.0
10361;Beverages;Chartreuse verte;Germany;199611;699.84
10675;Produce;Tofu;Germany;199709;697.5
10987;Dairy Products;Mozzarella di Giovanni;UK;199803;696.0
10337;Dairy Products;Mozzarella di Giovanni;Germany;199610;695.0
10497;Dairy Products;Mozzarella di Giovanni;Germany;199704;695.0
10516;Seafood;Jack's New England Clam Chowder;Ireland;199704;694.8000000000001
10475;Condiments;Louisiana Hot Spiced Okra;Belgium;199703;693.6
10583;Dairy Products;Camembert Pierrot;Finland;199706;693.6
10954;Dairy Products;Camembert Pierrot;Venezuela;199803;693.6
10424;Beverages;Steeleye Stout;Canada;199701;691.2
10796;Dairy Products;Gudbrandsdalsost;Venezuela;199712;691.2
10373;Dairy Products;Flotemysost;Ireland;199612;688.0
11064;Confections;Scottish Longbreads;USA;199805;687.5
10880;Condiments;Sirop d'érable;Sweden;199802;684.0
10944;Grains/Cereals;Gnocchi di nonna Alice;Canada;199803;684.0
10541;Condiments;Louisiana Fiery Hot Pepper Sauce;Brazil;199705;682.0200000000001
10626;Dairy Products;Camembert Pierrot;Sweden;199708;680.0
10978;Condiments;Northwoods Cranberry Sauce;Belgium;199803;680.0
10373;Seafood;Escargots de Bourgogne;Ireland;199612;678.4000000000001
10755;Dairy Products;Gudbrandsdalsost;France;199711;675.0
10327;Dairy Products;Queso Cabrales;Sweden;199610;672.0
10328;Condiments;Louisiana Fiery Hot Pepper Sauce;Portugal;199610;672.0
10272;Dairy Products;Mozzarella di Giovanni;USA;199608;667.2
10359;Dairy Products;Gorgonzola Telino;UK;199611;665.0
10876;Grains/Cereals;Wimmers gute Semmelknödel;France;199802;665.0
11031;Grains/Cereals;Wimmers gute Semmelknödel;USA;199804;665.0
11032;Seafood;Inlagd Sill;USA;199804;665.0
11053;Grains/Cereals;Wimmers gute Semmelknödel;Austria;199804;665.0
11063;Seafood;Boston Crab Meat;Ireland;199804;662.4
10278;Dairy Products;Raclette Courdavault;Sweden;199608;660.0
10575;Dairy Products;Raclette Courdavault;Germany;199706;660.0
10679;Dairy Products;Raclette Courdavault;France;199709;660.0
10825;Meat/Poultry;Perth Pasties;Germany;199801;656.0
10962;Meat/Poultry;Perth Pasties;Germany;199803;656.0
10474;Produce;Rössle Sauerkraut;Mexico;199703;655.1999999999999
10680;Confections;Pavlova;USA;199709;654.375
10547;Dairy Products;Mascarpone Fabioli;UK;199705;652.8
10427;Produce;Tofu;Austria;199701;651.0
10715;Seafood;Ikura;France;199710;651.0
10729;Confections;Valkoinen suklaa;Venezuela;199711;650.0
10990;Confections;Sir Rodney's Scones;Austria;199804;650.0
10397;Produce;Manjimup Dried Apples;Portugal;199612;648.7199999999999
10485;Beverages;Outback Lager;Venezuela;199703;648.0
10552;Dairy Products;Gudbrandsdalsost;Venezuela;199705;648.0
10790;Grains/Cereals;Gnocchi di nonna Alice;Brazil;199712;646.0
10808;Grains/Cereals;Gnocchi di nonna Alice;USA;199801;646.0
10715;Dairy Products;Flotemysost;France;199710;645.0
10901;Dairy Products;Flotemysost;Venezuela;199802;645.0
11038;Dairy Products;Flotemysost;Belgium;199804;645.0
10848;Condiments;Chef Anton's Gumbo Mix;UK;199801;640.5
10253;Confections;Maxilaku;Brazil;199607;640.0
10818;Dairy Products;Mascarpone Fabioli;Italy;199801;640.0
10975;Condiments;Northwoods Cranberry Sauce;Canada;199803;640.0
11053;Dairy Products;Mascarpone Fabioli;Austria;199804;640.0
10492;Confections;NuNuCa Nuß-Nougat-Creme;Canada;199704;638.4
10918;Dairy Products;Camembert Pierrot;Canada;199803;637.5
10664;Seafood;Ikura;Portugal;199709;632.4
11020;Seafood;Ikura;Germany;199804;632.4
10630;Beverages;Lakkalikööri;Germany;199708;630.0
10912;Dairy Products;Queso Cabrales;Ireland;199802;630.0
10986;Dairy Products;Queso Cabrales;Argentina;199803;630.0
10263;Confections;Pavlova;Austria;199607;625.5
10722;Dairy Products;Gorgonzola Telino;USA;199710;625.0
10768;Dairy Products;Gorgonzola Telino;UK;199712;625.0
10853;Seafood;Carnarvon Tigers;Germany;199801;625.0
11018;Seafood;Carnarvon Tigers;USA;199804;625.0
10566;Dairy Products;Queso Cabrales;France;199706;624.75
10758;Confections;Gumbär Gummibärchen;Switzerland;199711;624.6
10868;Confections;Gumbär Gummibärchen;Brazil;199802;624.6
10338;Meat/Poultry;Alice Mutton;USA;199610;624.0
10932;Confections;Tarte au sucre;France;199803;621.18
10685;Seafood;Ikura;Brazil;199709;620.0
10333;Dairy Products;Flotemysost;Finland;199610;619.2
10377;Produce;Rössle Sauerkraut;UK;199612;618.8
10344;Condiments;Chef Anton's Cajun Seasoning;USA;199611;616.0
10342;Meat/Poultry;Pâté chinois;Germany;199610;614.4000000000001
10347;Beverages;Chartreuse verte;Brazil;199611;612.0
10653;Dairy Products;Camembert Pierrot;Germany;199709;612.0
10902;Meat/Poultry;Pâté chinois;Sweden;199802;612.0
11070;Beverages;Chai;Germany;199805;612.0
10258;Beverages;Chang;Austria;199607;608.0
10298;Beverages;Chang;Ireland;199609;608.0
10301;Grains/Cereals;Gnocchi di nonna Alice;Germany;199609;608.0
10346;Grains/Cereals;Gnocchi di nonna Alice;USA;199611;608.0
10383;Grains/Cereals;Gnocchi di nonna Alice;UK;199612;608.0
10471;Grains/Cereals;Gnocchi di nonna Alice;UK;199703;608.0
10781;Grains/Cereals;Gnocchi di nonna Alice;Finland;199712;608.0
10896;Grains/Cereals;Gnocchi di nonna Alice;Belgium;199802;608.0
10403;Confections;Chocolade;Austria;199701;606.9
10253;Beverages;Chartreuse verte;Brazil;199607;604.8000000000001
10390;Dairy Products;Mozzarella di Giovanni;Austria;199612;600.48
10293;Seafood;Carnarvon Tigers;Mexico;199608;600.0
10309;Condiments;Grandma's Boysenberry Spread;Ireland;199609;600.0
10399;Confections;Scottish Longbreads;Denmark;199612;600.0
10540;Condiments;Aniseed Syrup;Germany;199705;600.0
10567;Dairy Products;Gorgonzola Telino;Ireland;199706;600.0
10658;Confections;Sir Rodney's Scones;Germany;199709;600.0
10758;Beverages;Outback Lager;Switzerland;199711;600.0
10880;Beverages;Outback Lager;Sweden;199802;600.0
10929;Confections;Sir Rodney's Scones;Germany;199803;600.0
10982;Produce;Uncle Bob's Organic Dried Pears;Canada;199803;600.0
11010;Produce;Uncle Bob's Organic Dried Pears;Italy;199804;600.0
10580;Condiments;Louisiana Fiery Hot Pepper Sauce;Germany;199706;599.925
10337;Confections;Gumbär Gummibärchen;Germany;199610;597.5999999999999
10357;Seafood;Ikura;Venezuela;199611;595.2
10584;Dairy Products;Gorgonzola Telino;France;199706;593.75
10953;Dairy Products;Gorgonzola Telino;UK;199803;593.75
10551;Confections;Pavlova;Portugal;199705;593.3
10564;Meat/Poultry;Alice Mutton;USA;199706;592.8
10871;Meat/Poultry;Alice Mutton;France;199802;592.8
11044;Confections;Tarte au sucre;Poland;199804;591.5999999999999
10298;Confections;Tarte au sucre;Ireland;199609;591.0
10330;Dairy Products;Mozzarella di Giovanni;Venezuela;199610;590.75
10558;Meat/Poultry;Perth Pasties;UK;199706;590.4
10447;Condiments;Louisiana Fiery Hot Pepper Sauce;Brazil;199702;588.0
10507;Beverages;Ipoh Coffee;Mexico;199704;586.5
10393;Produce;Tofu;USA;199612;585.9000000000001
10890;Meat/Poultry;Alice Mutton;France;199802;585.0
10922;Meat/Poultry;Alice Mutton;Brazil;199803;585.0
10931;Grains/Cereals;Ravioli Angelo;Switzerland;199803;585.0
10549;Dairy Products;Gorgonzola Telino;Germany;199705;584.375
10345;Confections;Teatime Chocolate Biscuits;Germany;199611;584.0
10396;Dairy Products;Mozzarella di Giovanni;Germany;199612;583.8000000000001
10372;Confections;Sir Rodney's Marmalade;Brazil;199612;583.1999999999999
10337;Seafood;Gravad lax;Germany;199610;582.4
10693;Meat/Poultry;Mishi Kobe Niku;USA;199710;582.0
10440;Beverages;Chang;USA;199702;581.4
10327;Seafood;Nord-Ost Matjeshering;Sweden;199610;579.6
10440;Confections;Pavlova;USA;199702;578.9350000000001
10356;Dairy Products;Gudbrandsdalsost;Germany;199611;576.0
10522;Beverages;Chai;Germany;199704;576.0
10593;Dairy Products;Gudbrandsdalsost;Germany;199707;576.0
10756;Dairy Products;Gudbrandsdalsost;USA;199711;576.0
10294;Dairy Products;Camembert Pierrot;USA;199608;571.1999999999999
10455;Condiments;Sirop d'érable;Finland;199702;570.0
10525;Seafood;Inlagd Sill;France;199705;570.0
10530;Condiments;Sirop d'érable;Austria;199705;570.0
10564;Meat/Poultry;Pâté chinois;USA;199706;570.0
10659;Beverages;Outback Lager;Brazil;199709;570.0
10669;Seafood;Inlagd Sill;Denmark;199709;570.0
10690;Grains/Cereals;Gnocchi di nonna Alice;Brazil;199710;570.0
10749;Grains/Cereals;Gnocchi di nonna Alice;UK;199711;570.0
10769;Condiments;Sirop d'érable;Denmark;199712;570.0
10784;Seafood;Inlagd Sill;Italy;199712;570.0
10908;Produce;Uncle Bob's Organic Dried Pears;Italy;199802;570.0
10845;Grains/Cereals;Tunnbröd;Germany;199801;567.0
10273;Seafood;Ikura;Germany;199608;565.44
10985;Confections;Pavlova;Ireland;199803;565.38
10938;Dairy Products;Flotemysost;Germany;199803;564.375
10719;Seafood;Carnarvon Tigers;USA;199710;562.5
10722;Confections;Scottish Longbreads;USA;199710;562.5
10360;Confections;Maxilaku;France;199611;560.0
10362;Confections;NuNuCa Nuß-Nougat-Creme;France;199611;560.0
10463;Grains/Cereals;Singaporean Hokkien Fried Mee;Belgium;199703;560.0
10573;Beverages;Sasquatch Ale;Mexico;199706;560.0
10942;Confections;Maxilaku;Italy;199803;560.0
10996;Grains/Cereals;Singaporean Hokkien Fried Mee;Germany;199804;560.0
10555;Produce;Tofu;USA;199706;558.0
10713;Seafood;Ikura;USA;199710;558.0
10924;Seafood;Ikura;Sweden;199803;558.0
10932;Dairy Products;Mozzarella di Giovanni;France;199803;556.8
10297;Dairy Products;Mozzarella di Giovanni;France;199609;556.0
10560;Confections;Tarte au sucre;Germany;199706;554.625
10294;Beverages;Ipoh Coffee;USA;199608;552.0
10468;Beverages;Ipoh Coffee;Germany;199703;552.0
10811;Seafood;Boston Crab Meat;Venezuela;199801;552.0
10431;Seafood;Boston Crab Meat;Canada;199701;551.25
10636;Condiments;Chef Anton's Cajun Seasoning;Finland;199708;550.0
10726;Condiments;Chef Anton's Cajun Seasoning;UK;199711;550.0
11005;Dairy Products;Raclette Courdavault;Finland;199804;550.0
10419;Dairy Products;Gudbrandsdalsost;Switzerland;199701;547.1999999999999
10452;Produce;Rössle Sauerkraut;USA;199702;546.0
11039;Grains/Cereals;Ravioli Angelo;Venezuela;199804;546.0
10382;Condiments;Chef Anton's Gumbo Mix;Austria;199612;544.0
10464;Dairy Products;Camembert Pierrot;Portugal;199703;544.0
10632;Beverages;Chang;Germany;199708;541.5
10390;Dairy Products;Gorgonzola Telino;Austria;199612;540.0
10546;Beverages;Steeleye Stout;France;199705;540.0
10569;Beverages;Lakkalikööri;USA;199706;540.0
10640;Dairy Products;Gudbrandsdalsost;Germany;199708;540.0
10657;Seafood;Spegesild;USA;199709;540.0
10691;Beverages;Chai;Germany;199710;540.0
10833;Produce;Uncle Bob's Organic Dried Pears;Germany;199801;540.0
10868;Beverages;Steeleye Stout;Brazil;199802;540.0
10977;Beverages;Chartreuse verte;Sweden;199803;540.0
10979;Produce;Uncle Bob's Organic Dried Pears;Austria;199803;540.0
10565;Grains/Cereals;Wimmers gute Semmelknödel;Canada;199706;538.65
10914;Dairy Products;Flotemysost;Brazil;199802;537.5
10543;Grains/Cereals;Tunnbröd;Venezuela;199705;535.5
10701;Beverages;Lakkalikööri;Ireland;199710;535.5
10264;Beverages;Chang;Sweden;199607;532.0
10616;Grains/Cereals;Gnocchi di nonna Alice;USA;199707;532.0
10977;Produce;Manjimup Dried Apples;Sweden;199803;530.0
11026;Produce;Manjimup Dried Apples;Italy;199804;530.0
10303;Seafood;Boston Crab Meat;Spain;199609;529.2
10845;Grains/Cereals;Singaporean Hokkien Fried Mee;Germany;199801;529.2
10269;Dairy Products;Mozzarella di Giovanni;USA;199607;528.1999999999999
10387;Dairy Products;Raclette Courdavault;Norway;199612;528.0
10480;Dairy Products;Raclette Courdavault;France;199703;528.0
10828;Beverages;Côte de Blaye;Argentina;199801;527.0
11029;Condiments;Vegie-spread;Switzerland;199804;526.8
10703;Seafood;Röd Kaviar;Sweden;199710;525.0
10780;Beverages;Outback Lager;Venezuela;199712;525.0
10862;Dairy Products;Queso Cabrales;Germany;199801;525.0
11001;Grains/Cereals;Gustaf's Knäckebröd;Sweden;199804;525.0
11048;Confections;Scottish Longbreads;Canada;199804;525.0
10796;Confections;Gumbär Gummibärchen;Venezuela;199712;524.6640000000001
10663;Seafood;Boston Crab Meat;France;199709;524.4
10312;Meat/Poultry;Perth Pasties;Germany;199609;524.0
10727;Dairy Products;Raclette Courdavault;Italy;199711;522.5
10649;Dairy Products;Mozzarella di Giovanni;Belgium;199708;522.0
10429;Confections;Valkoinen suklaa;Ireland;199701;520.0
10886;Condiments;Original Frankfurter grüne Soße;Brazil;199802;520.0
10946;Condiments;Original Frankfurter grüne Soße;Denmark;199803;520.0
10661;Seafood;Escargots de Bourgogne;Ireland;199709;519.4
10285;Beverages;Chai;Germany;199608;518.4
10390;Beverages;Steeleye Stout;Austria;199612;518.4
10485;Meat/Poultry;Pâté chinois;Venezuela;199703;518.4
10560;Seafood;Nord-Ost Matjeshering;Germany;199706;517.8
10469;Beverages;Chang;USA;199703;516.8
10320;Dairy Products;Flotemysost;Finland;199610;516.0
10399;Dairy Products;Flotemysost;Denmark;199612;516.0
10455;Dairy Products;Flotemysost;Finland;199702;516.0
10451;Condiments;Original Frankfurter grüne Soße;Germany;199702;514.8000000000001
10475;Beverages;Lakkalikööri;Belgium;199703;514.08
10527;Seafood;Inlagd Sill;Germany;199705;513.0
10643;Produce;Rössle Sauerkraut;Germany;199708;513.0
10714;Grains/Cereals;Gnocchi di nonna Alice;USA;199710;513.0
10735;Condiments;Sirop d'érable;USA;199711;513.0
10611;Dairy Products;Camembert Pierrot;Poland;199707;510.0
10728;Dairy Products;Camembert Pierrot;Brazil;199711;510.0
10768;Dairy Products;Camembert Pierrot;UK;199712;510.0
11061;Dairy Products;Camembert Pierrot;USA;199804;510.0
10319;Produce;Rössle Sauerkraut;Mexico;199610;509.59999999999997
10379;Condiments;Vegie-spread;Brazil;199612;505.44000000000005
10399;Beverages;Lakkalikööri;Denmark;199612;504.0
10400;Beverages;Steeleye Stout;UK;199701;504.0
10407;Dairy Products;Queso Cabrales;Germany;199701;504.0
10442;Dairy Products;Queso Cabrales;Austria;199702;504.0
10553;Grains/Cereals;Gustaf's Knäckebröd;Finland;199705;504.0
10707;Meat/Poultry;Pâté chinois;UK;199710;504.0
10740;Beverages;Steeleye Stout;USA;199711;504.0
10830;Beverages;Chartreuse verte;Brazil;199801;504.0
11011;Seafood;Escargots de Bourgogne;Germany;199804;503.5
10966;Confections;Tarte au sucre;Switzerland;199803;502.8599999999999
10688;Seafood;Ikura;Denmark;199710;502.2
10499;Confections;Maxilaku;Venezuela;199704;500.0
10639;Seafood;Carnarvon Tigers;Norway;199708;500.0
10766;Confections;Scottish Longbreads;Germany;199712;500.0
10934;Condiments;Grandma's Boysenberry Spread;Germany;199803;500.0
11026;Seafood;Carnarvon Tigers;Italy;199804;500.0
10554;Confections;Pavlova;Germany;199705;497.325
10605;Confections;Pavlova;Canada;199707;497.325
10411;Condiments;Gula Malacca;Canada;199701;496.0
10724;Seafood;Ikura;Canada;199710;496.0
10841;Seafood;Ikura;Belgium;199801;496.0
10895;Beverages;Guaraná Fantástica;Austria;199802;495.0
10913;Condiments;Chef Anton's Cajun Seasoning;Brazil;199802;495.0
10574;Confections;Tarte au sucre;USA;199706;493.0
10599;Confections;Tarte au sucre;UK;199707;493.0
10671;Confections;Tarte au sucre;France;199709;493.0
10834;Seafood;Nord-Ost Matjeshering;Brazil;199801;491.9099999999999
10656;Condiments;Gula Malacca;USA;199709;490.14000000000004
10563;Grains/Cereals;Filo Mix;Brazil;199706;490.0
10849;Condiments;Aniseed Syrup;Germany;199801;490.0
11066;Beverages;Sasquatch Ale;USA;199805;490.0
10623;Produce;Tofu;Germany;199708;488.25
10255;Confections;Pavlova;Switzerland;199607;486.5
10342;Seafood;Inlagd Sill;Germany;199610;486.40000000000003
10623;Beverages;Steeleye Stout;Germany;199708;486.0
10802;Seafood;Nord-Ost Matjeshering;Denmark;199712;485.4375
10646;Dairy Products;Flotemysost;Ireland;199708;483.75
11047;Condiments;Chef Anton's Gumbo Mix;UK;199804;480.375
10304;Confections;Maxilaku;Mexico;199609;480.0
10400;Confections;Maxilaku;UK;199701;480.0
10930;Meat/Poultry;Pâté chinois;Belgium;199803;480.0
11031;Seafood;Konbu;USA;199804;480.0
10849;Confections;Gumbär Gummibärchen;Germany;199801;477.81899999999996
10800;Produce;Manjimup Dried Apples;UK;199712;477.0
10939;Beverages;Laughing Lumberjack Lager;Italy;199803;476.0
10563;Seafood;Inlagd Sill;Brazil;199706;475.0
10603;Confections;Maxilaku;USA;199707;475.0
10872;Grains/Cereals;Wimmers gute Semmelknödel;Spain;199802;473.8125
10277;Confections;Tarte au sucre;Germany;199608;472.79999999999995
10287;Confections;Pavlova;Brazil;199608;472.59999999999997
10689;Beverages;Chai;Sweden;199710;472.5
10442;Meat/Poultry;Tourtière;Austria;199702;472.0
10380;Meat/Poultry;Perth Pasties;Ireland;199612;471.6
10478;Seafood;Ikura;France;199703;471.2
10519;Seafood;Ikura;Switzerland;199704;471.2
10653;Confections;Pavlova;Germany;199709;471.15000000000003
10932;Confections;Pavlova;France;199803;471.15000000000003
10285;Seafood;Boston Crab Meat;Germany;199608;470.40000000000003
10839;Dairy Products;Mozzarella di Giovanni;Brazil;199801;469.8
10686;Confections;Gumbär Gummibärchen;Austria;199709;468.45
10723;Confections;Gumbär Gummibärchen;USA;199710;468.45
10294;Meat/Poultry;Alice Mutton;USA;199608;468.0
10836;Grains/Cereals;Ravioli Angelo;Austria;199801;468.0
10911;Meat/Poultry;Alice Mutton;Spain;199802;468.0
11059;Meat/Poultry;Alice Mutton;Brazil;199804;468.0
10691;Condiments;Gula Malacca;Germany;199710;466.79999999999995
10350;Dairy Products;Gudbrandsdalsost;France;199611;466.56
10827;Seafood;Ikura;France;199801;465.0
10846;Condiments;Chef Anton's Cajun Seasoning;Belgium;199801;462.0
10962;Seafood;Konbu;Germany;199803;462.0
10837;Seafood;Boston Crab Meat;Sweden;199801;459.99999999999994
10270;Seafood;Inlagd Sill;Finland;199608;456.0
10298;Seafood;Inlagd Sill;Ireland;199609;456.0
10404;Confections;Maxilaku;Italy;199701;456.0
10439;Dairy Products;Queso Manchego La Pastora;Canada;199702;456.0
10458;Grains/Cereals;Gnocchi di nonna Alice;Belgium;199702;456.0
10624;Produce;Rössle Sauerkraut;USA;199708;456.0
10642;Condiments;Sirop d'érable;Denmark;199708;456.0
10936;Seafood;Inlagd Sill;USA;199803;456.0
11041;Beverages;Chang;Switzerland;199804;456.0
11046;Dairy Products;Mascarpone Fabioli;Germany;199804;456.0
10303;Condiments;Louisiana Fiery Hot Pepper Sauce;Spain;199609;453.6
11008;Dairy Products;Flotemysost;Austria;199804;451.5
10273;Beverages;Lakkalikööri;Germany;199608;451.43999999999994
10382;Seafood;Carnarvon Tigers;Austria;199612;450.0
10600;Seafood;Röd Kaviar;USA;199707;450.0
10628;Beverages;Chai;France;199708;450.0
10846;Beverages;Outback Lager;Belgium;199801;450.0
10869;Grains/Cereals;Tunnbröd;UK;199802;450.0
10885;Beverages;Outback Lager;Belgium;199802;450.0
10985;Seafood;Carnarvon Tigers;Ireland;199803;450.0
11017;Beverages;Outback Lager;Austria;199804;450.0
10668;Grains/Cereals;Wimmers gute Semmelknödel;Germany;199709;448.875
10342;Dairy Products;Gorgonzola Telino;Germany;199610;448.0
10627;Seafood;Röd Kaviar;USA;199708;446.25
11070;Confections;Pavlova;Germany;199805;444.97499999999997
10562;Confections;Tarte au sucre;Italy;199706;443.7
10746;Confections;Tarte au sucre;Switzerland;199711;443.7
10260;Confections;Tarte au sucre;Germany;199607;443.25
10638;Condiments;Louisiana Fiery Hot Pepper Sauce;Venezuela;199708;442.05
10903;Condiments;Louisiana Fiery Hot Pepper Sauce;Brazil;199802;442.05
11024;Condiments;Louisiana Fiery Hot Pepper Sauce;UK;199804;442.05
10302;Beverages;Ipoh Coffee;Belgium;199609;441.59999999999997
10943;Grains/Cereals;Gustaf's Knäckebröd;UK;199803;441.0
10304;Dairy Products;Raclette Courdavault;Mexico;199609;440.0
10706;Dairy Products;Raclette Courdavault;USA;199710;440.0
10858;Confections;Schoggi Schokolade;France;199801;439.0
10974;Condiments;Vegie-spread;USA;199803;439.0
10540;Confections;Scottish Longbreads;Germany;199705;437.5
10826;Dairy Products;Gorgonzola Telino;France;199801;437.5
10886;Dairy Products;Gorgonzola Telino;Brazil;199802;437.5
10788;Confections;Teatime Chocolate Biscuits;Germany;199712;436.99999999999994
11012;Confections;Teatime Chocolate Biscuits;Germany;199804;436.99999999999994
10443;Produce;Rössle Sauerkraut;Italy;199702;436.79999999999995
10385;Dairy Products;Camembert Pierrot;USA;199612;435.20000000000005
10461;Seafood;Nord-Ost Matjeshering;Venezuela;199702;434.70000000000005
10296;Dairy Products;Gudbrandsdalsost;Venezuela;199609;432.0
10319;Beverages;Lakkalikööri;Mexico;199610;432.0
10390;Seafood;Spegesild;Austria;199612;432.0
10398;Beverages;Steeleye Stout;USA;199612;432.0
10402;Grains/Cereals;Tunnbröd;Austria;199701;432.0
10407;Dairy Products;Gudbrandsdalsost;Germany;199701;432.0
11039;Beverages;Steeleye Stout;Venezuela;199804;432.0
10626;Dairy Products;Flotemysost;Sweden;199708;430.0
11011;Dairy Products;Flotemysost;Germany;199804;430.0
10983;Seafood;Konbu;USA;199803;428.4
10536;Dairy Products;Queso Manchego La Pastora;Germany;199705;427.5
10714;Beverages;Chang;USA;199710;427.5
10906;Condiments;Sirop d'érable;Poland;199802;427.5
11071;Produce;Uncle Bob's Organic Dried Pears;Venezuela;199805;427.5
10958;Condiments;Chef Anton's Gumbo Mix;Argentina;199803;427.0
10368;Produce;Rössle Sauerkraut;Austria;199611;425.88
10740;Grains/Cereals;Gnocchi di nonna Alice;USA;199711;425.6
10404;Grains/Cereals;Singaporean Hokkien Fried Mee;Italy;199701;425.59999999999997
10497;Grains/Cereals;Gnocchi di nonna Alice;Germany;199704;425.59999999999997
10956;Produce;Manjimup Dried Apples;Germany;199803;424.0
10451;Condiments;Louisiana Fiery Hot Pepper Sauce;Germany;199702;423.36
10326;Condiments;Chef Anton's Cajun Seasoning;Spain;199610;422.40000000000003
10523;Seafood;Gravad lax;UK;199705;421.2
10503;Condiments;Louisiana Fiery Hot Pepper Sauce;Ireland;199704;421.0
10498;Grains/Cereals;Singaporean Hokkien Fried Mee;Venezuela;199704;420.0
10502;Beverages;Laughing Lumberjack Lager;Mexico;199704;420.0
